Label,M,M,M,M,M,M-PROCESS,M-PROCESS,M-PROCESS,M-PROCESS,M-PROCESS,M-PRODUCT,M-PRODUCT,M-PRODUCT,M-PRODUCT,M-PRODUCT,M-PRODUCT-PROCESS,M-PRODUCT-PROCESS,M-PRODUCT-PROCESS,M-PRODUCT-PROCESS,M-PRODUCT-PROCESS,PROCESS,PROCESS,PROCESS,PROCESS,PROCESS,PRODUCT,PRODUCT,PRODUCT,PRODUCT,PRODUCT,PRODUCT-PROCESS,PRODUCT-PROCESS,PRODUCT-PROCESS,PRODUCT-PROCESS,PRODUCT-PROCESS
Model,FCN,GradientBoost,RandomForest,ResNet,XGBoost,FCN,GradientBoost,RandomForest,ResNet,XGBoost,FCN,GradientBoost,RandomForest,ResNet,XGBoost,FCN,GradientBoost,RandomForest,ResNet,XGBoost,FCN,GradientBoost,RandomForest,ResNet,XGBoost,FCN,GradientBoost,RandomForest,ResNet,XGBoost,FCN,GradientBoost,RandomForest,ResNet,XGBoost
AUC,0.7712978193677019,0.48833315411584943,0.511764294562557,0.8175883877326201,0.5268223982883761,0.825252951156503,0.8830333579086789,0.8796282647295959,0.9453773893189514,0.9259526719514304,0.8911889972614285,0.9021715248979578,0.881973749866484,0.8658683958560244,0.8942635565724203,0.8519866821917574,0.9130966262836813,0.9061218044040197,0.8722603027637577,0.9555278457150462,0.8250961774251647,0.8958587384716004,0.9100206745546033,0.9653333944878297,0.9506485678568665,0.750712266622277,0.9059420391152035,0.8798940629064463,0.9148943380392146,0.9245462486294046,0.8557292936292501,0.9152643167834993,0.9180812341008793,0.876193370930534,0.9663799049833817
F1,0.48968645815722645,0.10529704408707638,0.018281493123608626,0.5924114336435939,0.11312947946365542,0.623399240000118,0.5780445745806889,0.1271051973512671,0.7720820039391436,0.5017161503394898,0.47552218088695025,0.6217017587543604,0.11080197163446241,0.5782519178656211,0.5540781510823559,0.6312130305885036,0.6332040562020217,0.19543490254730758,0.6432613900584677,0.5586313694734493,0.6305543559941518,0.6513137112548651,0.18063172740353245,0.7217105134556273,0.6090630277519272,0.46580054290407763,0.6733964006718376,0.2613538703926096,0.6265394881849089,0.6469562593507769,0.6489414316564096,0.6628795336413905,0.2657062179729809,0.6551725427266154,0.7236019062270944
Precision,0.5308992869638217,0.12457502706798115,0.06660241788395499,0.643605390516887,0.3020078125183129,0.5811194260058803,0.7406583640151846,0.5231241224391214,0.7847324635213968,0.8288812750531694,0.5786213808844135,0.7889597531851128,0.4789813971636633,0.5795754058218192,0.8329426858928468,0.6312173042857521,0.7899669958792523,0.6109759319052257,0.5845312917783239,0.8346760886779189,0.5842278259926225,0.7606886556295914,0.6324070283941436,0.7846267002392808,0.8463092550272332,0.538220947688403,0.8035316044727533,0.769813323724114,0.6844674208243368,0.8699966318368023,0.6341808054172341,0.8042083596073358,0.7420054469692868,0.6100935055857979,0.9233681010753475
Recall,0.5744546685621195,0.1028860751399483,0.012641927036320982,0.5869855164885597,0.09332698308611652,0.7680001972202362,0.6015089861585644,0.08637439688038585,0.841065239923626,0.42722628379528105,0.4980034785377185,0.6310116443672636,0.08720105269278718,0.6587166538497107,0.48227785655520905,0.7389151429162529,0.6604164507458341,0.14673414417524364,0.8424961624851052,0.4677448289492837,0.7818659699105359,0.691982787035592,0.12180988793377777,0.8079602448152368,0.5638678050317358,0.4894052693097856,0.7011714910266632,0.18986360827540805,0.6854104704575172,0.576669741789798,0.7595499548934018,0.6919508972357008,0.19346709804027115,0.8023356586420287,0.6442975524726158
MCC,0.3288491544757809,-0.08953693436301588,-0.00032648839374542065,0.4731902537102654,0.0499975067643182,0.39873311880146883,0.4655477289897051,0.13348224320913157,0.7018888481754755,0.4504331005524794,0.4105385226891423,0.5288611143180707,0.12034878736929594,0.49541381402786244,0.5006461623360973,0.46789332196363254,0.5568462023468,0.20349624271922953,0.4351009898050287,0.5078900973034935,0.40331985781136626,0.5431631132077552,0.1806274148886959,0.6520737737459968,0.5538404178998027,0.4030671890420076,0.5967574438614424,0.26376271452920325,0.5537391514596505,0.5854098847983347,0.4829087024517777,0.58983093710761,0.2692282417583166,0.4663225693944121,0.6652050287115429
FNR,0.4255453314378805,0.8971139248600518,0.987358072963679,0.4130144835114403,0.9066730169138835,0.231999802779764,0.39849101384143565,0.913625603119614,0.15893476007637405,0.5727737162047188,0.5019965214622816,0.3689883556327363,0.9127989473072128,0.3412833461502895,0.517722143444791,0.26108485708374707,0.339583549254166,0.8532658558247563,0.1575038375148949,0.5322551710507163,0.218134030089464,0.3080172129644078,0.8781901120662223,0.19203975518476327,0.43613219496826405,0.5105947306902143,0.2988285089733368,0.8101363917245921,0.314589529542483,0.423330258210202,0.24045004510659823,0.308049102764299,0.8065329019597287,0.19766434135797126,0.3557024475273842
TNR,0.7605980111323205,0.827836651774638,0.9911157137779212,0.8635835752681813,0.9426964726623966,0.6204889362903444,0.9159743641170104,0.9975853910845351,0.9057624223821638,0.983782421233797,0.9282666940210853,0.9368905075356566,0.9979055447590789,0.8785019825774898,0.9926135238068453,0.7458829499425238,0.9442825484262124,0.9980919810273664,0.615232715893982,0.9930719383300997,0.6076391560725535,0.9110204867744852,0.994557718655382,0.8979405268259342,0.9863944709390269,0.9321822826276814,0.9459088752174127,0.9962186947111281,0.908202910501815,0.9935358277110563,0.743613895182974,0.9483047533867435,0.99729036882129,0.6634035957618544,0.9950693100072087
FPR,0.23940198886767952,0.17216334822536206,0.008884286222078961,0.1364164247318186,0.057303527337603376,0.3795110637096553,0.08402563588298957,0.002414608915464948,0.09423757761783637,0.01621757876620297,0.07173330597891504,0.06310949246434362,0.0020944552409210846,0.12149801742251025,0.007386476193154699,0.2541170500574762,0.05571745157378741,0.0019080189726335159,0.3847672841060181,0.006928061669900297,0.39236084392744647,0.08897951322551464,0.005442281344617892,0.1020594731740658,0.013605529060973266,0.06781771737231852,0.05409112478258721,0.0037813052888717646,0.091797089498185,0.006464172288943639,0.2563861048170259,0.05169524661325674,0.0027096311787098205,0.33659640423814546,0.004930689992791571
